,Age,Education-num,Marital-Status,Relationship,Race,Sex,Capital-gain,Capital-loss,hrs-per-week,Native-Country,Employment_type,Earning-potential,predict
14306,1,5,0,1,0,0,0,0,1,1,1,1,1
14307,3,7,1,0,0,0,0,0,3,1,1,1,1
14308,3,6,0,2,0,1,0,0,7,1,1,1,1
14309,3,5,0,2,0,1,0,0,3,1,1,1,1
14310,1,2,1,0,3,1,0,0,3,1,1,1,1
14311,2,5,1,0,0,1,0,0,4,1,1,1,1
14312,2,5,0,2,0,1,0,0,3,1,1,1,1
14313,0,6,1,3,0,1,0,0,2,1,1,1,1
14314,1,7,0,2,0,1,0,1,4,1,1,0,0
14315,4,1,0,2,0,1,0,0,3,1,1,1,1
14316,0,5,1,4,0,0,0,0,1,1,1,1,1
14317,4,5,1,0,0,0,0,0,6,1,1,1,1
14318,1,7,1,3,2,0,0,0,3,0,1,1,1
14319,0,3,1,3,0,1,0,0,2,1,1,1,1
14320,3,8,0,2,0,1,0,0,3,1,1,0,0
14321,2,5,1,3,0,0,0,0,1,1,1,1,1
14322,2,5,1,3,0,1,0,0,3,1,0,1,1
14323,0,6,1,4,0,1,0,0,1,1,1,1,1
14324,0,5,1,3,0,1,0,0,3,1,1,1,1
14325,2,7,0,2,0,1,1,0,7,1,1,1,0
14326,4,7,0,2,3,1,0,0,3,1,1,0,0
14327,7,0,0,5,3,0,0,0,1,1,1,1,1
14328,3,7,1,3,0,1,0,0,7,1,2,0,1
14329,6,7,1,3,0,0,0,0,4,1,1,1,1
14331,2,5,1,3,0,0,0,0,3,1,1,1,1
14332,4,5,0,2,0,1,0,0,3,1,1,1,1
14333,0,5,1,3,3,1,0,0,1,1,1,1,1
14334,7,5,1,3,0,0,0,0,3,1,2,1,1
14335,3,5,1,3,0,0,0,0,3,1,1,1,1
14336,3,5,0,2,0,1,1,0,3,1,1,1,1
14337,3,5,0,2,0,1,0,0,3,1,1,0,1
14338,0,5,1,4,3,1,0,0,1,1,1,1,1
14339,3,5,1,3,2,1,0,0,3,1,0,1,1
14341,3,5,1,0,3,0,0,0,2,1,1,1,1
14342,2,7,0,2,0,1,0,0,3,1,1,0,0
14343,6,7,1,3,0,1,0,0,4,1,2,1,1
14345,3,5,0,2,0,1,1,0,3,1,1,0,1
14346,3,8,1,0,0,0,0,0,6,1,0,0,1
14347,3,7,1,3,0,0,0,0,7,1,0,1,1
14349,1,5,1,5,0,0,0,0,3,1,1,1,1
14350,0,5,0,2,0,1,0,0,4,1,1,1,1
14351,1,7,1,3,0,0,0,0,6,1,0,0,1
14352,3,7,1,3,0,0,0,0,3,0,1,1,1
14353,1,5,0,2,0,1,0,0,4,1,1,0,1
14354,1,5,1,0,0,0,0,0,3,1,1,1,1
14355,1,3,0,2,0,1,0,0,3,1,1,1,1
14356,5,5,0,2,0,1,0,0,3,0,1,0,1
14357,1,7,1,3,0,1,0,0,6,1,1,1,1
14358,2,5,0,2,0,1,0,0,3,1,1,1,1
14359,2,5,0,2,0,1,0,0,4,1,1,1,1
14361,5,8,0,1,0,0,0,0,3,1,1,0,0
14362,2,5,0,2,0,1,0,0,6,1,2,1,1
14364,0,5,1,3,0,1,0,0,3,1,1,1,1
14365,0,5,1,4,3,0,0,0,1,1,1,1,1
14366,3,9,0,2,0,1,1,0,3,1,1,0,0
14367,3,7,0,2,0,1,1,0,4,1,1,0,0
14369,1,5,1,3,0,1,0,0,3,0,1,1,1
14371,4,5,0,2,0,1,0,0,7,1,2,0,1
14372,0,5,1,4,0,1,0,0,1,1,1,1,1
14373,0,5,1,4,0,1,0,0,3,1,1,1,1
14374,2,5,1,4,2,1,0,0,3,0,1,1,1
14375,1,5,1,4,0,1,0,0,3,1,0,1,1
14376,2,5,0,2,0,1,0,0,4,1,2,1,1
14377,0,7,1,4,0,0,0,0,2,1,1,1,1
14378,5,5,1,3,0,0,0,0,2,1,0,1,1
14379,3,8,1,3,0,0,0,0,3,1,2,1,1
14380,1,7,1,3,0,0,0,0,3,1,1,1,1
14381,7,5,0,2,0,1,0,0,2,1,2,1,1
14382,1,5,1,5,3,1,0,0,2,1,2,1,1
14383,4,7,1,3,0,0,0,0,4,1,1,1,1
14384,6,7,0,2,0,1,0,0,5,1,2,0,0
14385,3,5,0,2,0,1,0,0,3,1,1,1,1
14386,5,7,1,3,0,0,0,0,3,1,0,1,1
14387,0,7,0,1,0,0,0,0,3,1,0,1,0
14388,0,5,1,5,0,0,0,0,2,1,1,1,1
14389,3,7,0,2,0,1,1,0,4,1,1,0,0
14390,3,6,0,2,0,1,0,1,4,1,1,0,1
14391,4,5,0,2,0,1,0,0,6,1,1,1,1
14392,2,5,1,3,0,1,0,0,7,1,1,1,1
14393,0,5,1,0,4,0,0,0,3,0,1,1,1
14394,3,8,1,3,0,0,1,0,4,1,0,0,1
14395,3,5,1,3,0,1,0,0,3,1,0,1,1
14396,3,7,0,2,0,1,1,0,4,0,2,0,0
14397,4,5,0,2,0,1,0,0,6,1,2,1,1
14399,5,7,1,3,0,0,0,0,6,1,2,1,1
14400,4,5,0,1,0,0,0,0,3,1,0,0,1
14401,2,5,1,3,2,0,0,0,7,0,2,0,1
14402,1,5,0,2,0,1,0,0,3,1,1,1,1
14403,3,7,0,4,0,1,0,0,3,1,1,0,0
14404,2,3,1,4,3,1,0,0,4,1,1,1,1
14405,4,5,1,3,0,1,0,0,3,1,1,1,1
14406,3,7,0,2,0,1,0,1,4,1,1,0,0
14407,2,5,1,3,0,1,0,0,3,1,0,1,1
14408,0,6,1,4,0,1,0,1,3,1,1,1,1
14409,1,7,1,3,0,0,0,0,3,1,1,1,1
14411,0,5,1,4,0,1,0,0,0,0,1,1,1
14412,6,5,0,2,0,1,0,0,3,0,1,0,1
14413,2,5,0,2,0,1,0,0,3,1,1,1,1
14414,2,5,1,4,3,1,0,0,3,1,1,1,1
14415,6,8,0,2,0,1,0,0,4,1,1,0,0
14416,0,3,1,4,0,0,0,0,2,1,1,1,1
14417,1,7,1,3,0,1,0,0,1,1,1,1,1
14419,1,6,0,2,0,1,0,0,3,0,1,1,1
14420,4,9,0,2,0,1,1,0,3,1,0,0,0
14421,6,5,0,2,0,1,0,0,0,1,1,1,1
14422,3,5,1,3,0,1,1,0,3,1,1,1,1
14423,1,5,1,3,0,1,0,0,3,1,1,1,1
14424,1,5,0,2,3,1,0,0,3,1,1,1,1
14425,0,5,0,2,0,1,0,0,3,1,1,1,1
14426,6,3,0,2,0,1,0,0,1,1,1,1,1
14427,3,5,1,3,0,1,0,0,3,1,0,0,1
14428,1,7,1,3,0,0,0,0,3,1,1,1,1
14429,4,4,1,0,0,1,0,0,4,1,1,1,1
14431,1,5,0,2,0,1,0,0,4,1,1,1,1
14432,0,5,1,4,0,1,0,0,3,1,1,1,1
14433,1,6,0,2,0,1,0,0,3,1,1,0,1
14434,1,5,0,2,0,1,0,0,3,1,1,1,1
14435,3,5,0,2,0,1,0,0,7,1,2,1,1
14436,0,7,1,3,0,1,0,0,3,0,1,1,1
14437,3,6,0,2,0,1,0,0,3,1,1,1,1
14438,3,5,1,3,0,1,1,0,3,1,2,0,1
14439,1,3,0,2,0,1,0,0,4,1,1,1,1
14440,1,2,1,3,0,1,0,0,4,1,1,0,1
14442,1,5,0,1,1,0,0,0,4,1,1,1,1
14443,2,5,0,2,0,1,0,0,3,1,0,1,1
14444,1,5,1,3,0,1,0,0,3,1,1,1,1
14445,2,7,0,2,0,1,0,0,3,0,1,1,0
14446,3,5,0,2,0,1,1,0,3,1,0,0,1
14447,3,8,0,2,0,1,0,0,4,1,2,1,0
14448,0,5,1,0,3,0,0,0,3,1,1,1,1
14449,1,5,1,0,0,0,0,0,2,1,1,1,1
14450,0,5,1,3,0,0,0,0,3,1,1,1,1
14451,0,5,1,4,0,1,0,0,2,1,2,1,1
14452,4,7,0,2,0,1,0,0,3,1,2,0,0
14453,0,5,1,4,0,1,0,0,1,1,1,1,1
14454,2,3,0,2,0,1,0,0,4,1,1,1,1
14455,2,5,1,0,3,0,0,0,3,1,1,1,1
14456,0,5,1,4,0,1,0,0,3,1,1,1,1
14457,0,5,1,4,0,1,0,0,0,1,1,1,1
14458,1,7,1,4,0,1,0,0,3,1,1,1,1
14460,0,7,1,4,0,0,0,0,3,1,1,1,1
14461,0,5,1,0,0,0,0,0,1,1,1,1,1
14462,1,5,0,1,0,0,0,0,3,0,1,1,1
14463,0,2,1,0,0,1,0,0,3,0,1,1,1
14464,3,7,0,2,0,1,0,0,3,1,0,0,0
14465,0,5,0,1,0,0,0,0,3,1,1,1,1
14466,0,7,1,4,0,1,0,0,3,1,1,1,1
14467,2,5,0,2,0,1,0,1,4,1,1,1,1
14468,2,7,1,3,0,0,0,0,1,1,1,1,1
14469,3,8,1,4,0,0,0,0,5,1,0,1,1
14470,2,5,0,2,0,1,0,0,3,1,0,0,1
14471,2,5,0,2,0,1,0,0,4,1,1,0,1
14472,2,5,1,3,0,1,0,0,3,1,2,1,1
14473,4,7,1,3,3,1,0,0,3,1,0,1,1
14474,2,6,0,1,0,0,0,0,3,1,1,0,1
14475,0,3,1,4,3,0,0,0,2,1,1,1,1
14476,3,7,0,2,0,1,1,0,3,1,0,0,0
14477,1,5,0,2,0,1,0,0,4,1,0,1,1
14478,4,9,0,2,0,1,0,0,4,1,0,1,0
14479,1,5,1,3,0,1,0,0,4,1,1,1,1
14480,6,5,0,1,0,0,0,0,2,1,0,1,1
14481,2,5,0,2,0,1,0,0,3,1,1,1,1
14482,6,5,1,5,0,0,0,0,3,1,1,1,1
14483,2,7,1,3,0,1,0,0,3,1,1,1,1
14484,1,5,1,0,0,0,0,0,3,1,1,1,1
14485,2,1,1,0,4,0,0,0,3,0,0,1,1
14486,1,5,0,1,0,0,0,0,3,1,1,1,1
14487,3,5,0,2,0,1,0,0,6,1,1,0,1
14488,0,7,1,5,2,0,0,0,3,0,1,1,1
14489,0,6,1,3,0,1,0,0,3,1,1,1,1
14490,4,5,1,0,0,0,0,0,3,1,1,1,1
14491,6,5,0,2,0,1,0,0,3,1,0,0,1
14492,0,5,1,4,0,0,0,0,1,1,1,1,1
14493,2,6,1,0,0,0,0,0,3,1,1,1,1
14494,2,5,0,2,0,1,1,0,3,1,1,0,1
14495,2,5,1,3,0,0,0,0,4,1,0,1,1
14496,2,3,1,3,0,1,0,0,3,1,1,1,1
14497,0,5,1,0,0,1,0,0,3,1,1,1,1
14498,5,2,0,2,0,1,0,0,3,1,1,1,1
14500,6,5,1,0,0,1,0,0,1,1,1,1,1
14501,0,5,1,0,0,0,0,0,3,1,1,1,1
14502,1,1,1,3,0,0,0,0,6,0,1,1,1
14503,2,5,1,3,0,1,0,0,6,1,0,1,1
14504,1,5,1,0,3,0,0,0,2,1,1,1,1
14505,4,5,1,3,0,0,0,0,3,1,1,1,1
14506,5,5,0,2,0,1,0,0,4,1,2,1,1
14507,0,5,1,3,2,1,0,0,2,0,1,1,1
14508,1,5,0,2,0,1,0,0,3,1,2,1,1
14509,2,5,1,3,3,1,0,0,8,1,1,1,1
14510,2,5,1,0,3,0,0,0,2,1,1,1,1
14511,4,5,0,2,0,1,0,0,8,1,2,0,1
14512,4,3,0,2,0,1,0,0,3,1,1,1,1
14513,4,7,0,1,0,0,0,0,3,1,2,0,0
14514,0,3,1,4,0,1,0,0,3,1,2,1,1
14515,1,3,1,3,0,0,0,0,3,0,1,1,1
14516,0,5,0,2,0,1,0,0,3,1,1,1,1
14517,3,5,0,2,0,1,0,0,3,1,2,1,1
14518,5,5,1,3,0,1,1,0,6,1,1,0,1
14519,3,8,1,3,0,1,1,0,3,1,1,1,1
14520,0,2,1,4,0,1,0,0,3,0,1,1,1
14521,1,8,1,4,0,0,0,0,3,1,1,1,1
14522,3,6,1,3,0,1,0,0,6,1,1,1,1
14523,3,7,0,2,0,1,0,0,3,1,1,0,0
14524,0,5,1,5,0,0,0,0,3,1,1,1,1
14525,2,5,1,4,0,1,0,0,3,1,0,1,1
14526,4,5,0,2,0,1,0,0,3,1,1,0,1
14527,3,7,0,2,0,1,0,0,4,1,1,1,0
14528,6,3,1,5,0,0,0,0,1,1,1,1,1
14529,5,7,0,2,0,1,0,0,4,1,2,0,0
14530,4,5,1,0,3,0,0,0,3,0,1,1,1
14531,3,1,0,2,2,1,0,1,3,0,1,1,1
14532,1,3,0,2,0,1,0,0,3,1,1,1,1
14533,1,5,0,2,0,1,0,1,3,1,0,0,1
14537,2,5,0,2,0,1,0,1,3,1,2,1,1
14538,1,5,0,2,0,1,0,0,7,1,2,1,1
14539,1,5,0,2,0,1,1,0,3,1,0,0,1
14540,6,5,1,3,0,0,0,0,1,1,1,1,1
14542,4,5,0,2,0,1,0,0,3,1,0,1,1
14543,3,5,1,0,0,1,1,0,3,0,1,1,1
14544,0,2,1,4,0,0,0,0,1,1,1,1,1
14545,2,1,0,5,0,1,0,0,3,0,0,1,1
14546,2,8,0,2,0,1,0,0,3,1,0,0,0
14547,3,5,1,5,0,0,0,0,0,1,2,1,1
14549,4,3,0,2,0,1,0,0,4,1,1,1,1
14550,3,5,0,2,0,1,0,0,5,1,2,0,1
14551,0,7,1,3,0,0,0,0,2,1,1,1,1
14552,5,8,1,3,0,1,0,0,4,1,1,1,1
14553,2,3,1,0,3,0,0,0,2,1,2,1,1
14554,5,7,1,3,0,1,0,0,5,1,1,0,1
14555,0,3,0,4,0,1,0,1,5,1,2,1,1
14556,1,2,1,3,4,1,0,0,4,1,1,1,1
14557,0,5,1,3,2,1,0,0,1,0,1,1,1
14558,4,9,1,0,0,0,0,0,6,1,2,0,1
14559,6,7,0,2,0,1,0,0,6,1,2,1,0
14560,2,5,0,2,0,1,1,0,4,1,1,0,1
14561,4,5,1,3,0,1,0,0,0,1,1,1,1
14563,3,7,0,2,0,1,0,0,2,1,1,1,0
14564,5,9,1,0,0,1,0,0,4,1,1,1,1
14565,3,5,0,2,0,1,0,0,3,1,1,1,1
14566,3,5,1,3,0,0,0,0,4,1,1,1,1
14567,5,5,1,3,0,0,0,0,3,1,0,1,1
14568,2,7,1,0,0,0,0,0,5,1,1,1,1
14569,1,5,1,3,0,1,0,0,3,1,1,1,1
14570,6,7,0,2,0,1,0,0,4,1,2,0,0
14572,1,7,1,3,2,1,0,0,1,0,1,1,1
14573,5,9,0,2,0,1,0,1,8,1,2,0,0
14575,2,5,1,5,0,1,0,0,6,1,1,1,1
14576,1,7,1,3,0,0,0,0,1,1,0,1,1
14579,5,8,0,2,0,1,1,0,5,1,1,0,0
14580,6,3,1,3,0,0,0,0,1,1,1,1,1
14581,1,5,0,2,0,1,0,0,3,1,1,1,1
14583,5,9,1,3,0,1,1,0,3,1,2,0,1
14585,0,5,1,4,0,1,0,0,1,1,1,1,1
14586,3,7,0,2,3,1,0,0,3,1,0,0,0
14587,2,5,0,1,0,0,0,0,3,1,1,1,1
14588,1,8,0,2,0,1,0,0,2,1,0,1,0
14589,3,7,0,2,0,1,0,0,4,1,2,1,0
14590,3,5,1,4,0,0,0,0,3,1,1,1,1
14591,3,5,0,1,4,0,0,0,0,0,1,1,1
14593,1,7,1,4,0,0,0,0,9,1,1,1,1
14594,4,5,0,2,0,1,1,0,3,1,1,0,1
14595,3,5,1,4,0,1,0,0,3,1,1,1,1
14596,3,5,0,2,0,1,1,0,4,0,2,0,1
14597,2,7,0,2,0,1,0,0,4,1,1,0,0
14598,3,5,1,0,0,0,0,0,3,1,1,1,1
14599,2,5,0,2,0,1,0,0,6,1,1,0,1
14600,2,5,0,1,2,0,0,0,6,0,1,1,1
14601,1,7,1,3,0,1,0,0,4,1,1,0,1
14603,3,7,1,3,0,1,0,0,4,0,2,1,1
14604,8,5,1,3,0,0,0,0,1,1,1,1,1
14605,6,3,0,2,0,1,0,0,3,1,1,1,1
14606,5,5,0,2,0,1,1,0,5,1,1,1,1
14607,0,5,1,4,0,0,0,0,2,1,1,1,1
14608,0,5,1,0,0,1,0,0,3,1,1,1,1
14609,4,5,0,2,0,1,0,0,3,1,0,0,1
14610,0,7,1,4,0,0,0,0,4,1,1,1,1
14611,7,5,0,2,3,1,0,0,3,1,0,1,1
14612,4,3,0,1,0,0,0,0,0,1,1,1,1
14613,3,5,1,3,0,1,0,0,4,1,0,1,1
14614,0,7,1,4,0,0,0,0,2,1,1,1,1
14615,6,7,1,3,0,0,0,0,3,1,0,1,1
14616,0,5,1,4,0,0,0,0,2,1,1,1,1
14617,2,7,0,2,0,1,0,1,5,1,1,0,0
14619,4,5,1,3,0,0,0,0,3,1,1,1,1
14620,5,7,0,1,0,0,0,0,3,1,2,1,0
14621,0,5,1,3,0,0,0,0,1,1,1,1,1
14622,1,5,0,2,0,1,0,0,3,1,1,1,1
14623,2,5,0,2,0,1,0,0,3,1,1,1,1
14624,3,7,1,4,0,1,1,0,3,1,1,0,1
14625,1,5,1,4,0,0,0,0,3,0,1,1,1
14626,3,5,0,2,0,1,1,0,3,1,0,0,1
14627,3,7,0,2,0,1,0,0,6,1,1,1,0
14628,1,5,0,2,0,1,0,0,3,1,0,0,1
14629,5,5,0,2,0,1,0,0,3,1,1,0,1
14630,1,7,1,3,0,1,0,0,3,1,1,1,1
14631,0,6,1,4,3,0,0,0,3,1,1,1,1
14632,0,6,1,4,0,0,0,0,3,1,0,1,1
14633,1,5,0,1,0,0,1,0,3,1,1,1,1
14634,3,5,1,0,0,0,0,0,3,0,1,1,1
14635,1,8,1,3,0,1,0,0,3,1,0,1,1
14636,3,5,1,4,0,1,0,0,3,1,0,1,1
14637,1,7,1,3,0,1,0,0,4,1,0,1,1
14638,3,7,0,2,0,1,0,0,1,1,1,1,0
14639,1,7,1,3,0,1,0,0,3,1,1,1,1
14640,1,7,1,3,3,1,0,0,3,1,0,0,1
14641,0,5,0,4,0,1,0,0,4,1,1,1,1
14642,6,1,0,2,0,1,0,0,9,1,1,1,1
14643,1,5,1,3,4,0,0,0,3,1,0,1,1
14644,3,5,0,1,0,0,0,0,7,1,1,0,1
14645,2,7,0,1,0,0,0,0,0,1,1,1,0
14647,0,6,1,0,0,0,0,0,3,1,1,1,1
14648,6,5,0,2,3,1,0,0,3,1,0,0,1
14649,0,5,1,3,0,0,0,0,3,1,1,1,1
14650,2,8,0,2,0,1,0,0,4,1,2,0,0
14651,3,5,1,3,3,0,0,0,3,1,0,1,1
14652,2,7,0,1,0,0,0,0,6,1,2,0,0
14653,1,7,1,4,0,0,0,0,3,1,1,1,1
14654,2,5,1,4,0,1,1,0,3,1,1,1,1
14655,2,5,0,1,0,0,0,0,3,1,1,0,1
14656,2,8,0,2,0,1,0,0,4,1,1,0,0
14657,2,5,1,3,0,0,0,0,3,1,1,1,1
14658,3,7,0,2,0,1,0,0,6,1,2,0,0
14659,1,5,1,3,0,1,0,0,3,1,1,1,1
14660,3,5,1,0,0,1,0,0,3,1,1,1,1
14661,4,8,0,2,0,1,0,0,6,1,0,0,0
14662,5,3,0,2,0,1,0,0,4,1,1,1,1
14663,1,5,1,4,0,1,0,0,0,1,2,1,1
14664,5,5,1,0,0,0,0,0,4,1,1,1,1
14665,3,7,0,2,0,1,0,0,3,1,1,0,0
14666,0,5,1,3,0,0,0,0,3,1,1,1,1
14667,2,7,1,0,0,0,0,0,2,1,1,1,1
14668,1,7,0,2,0,1,0,0,3,1,1,0,0
14669,1,5,1,3,0,0,0,0,4,1,1,1,1
14670,0,5,1,3,0,1,0,0,3,1,1,1,1
14671,2,5,0,2,3,1,0,0,3,1,1,0,1
14673,4,8,1,4,0,0,0,0,3,1,0,1,1
14674,5,5,0,2,0,1,0,0,3,1,2,1,1
14675,4,5,1,3,0,0,0,0,4,1,1,1,1
14676,5,5,0,2,0,1,0,0,3,1,1,0,1
14677,2,2,0,2,0,1,0,0,4,1,2,1,1
14678,3,5,1,3,0,0,0,0,4,1,1,1,1
14679,1,5,1,3,0,0,0,0,2,1,1,1,1
14680,1,5,0,2,0,1,0,0,3,0,2,1,1
14681,3,5,0,2,0,1,0,0,6,1,2,1,1
14682,1,5,0,2,3,1,0,0,3,1,0,1,1
14683,4,7,1,0,3,0,0,0,3,1,0,1,1
14684,0,5,0,2,0,1,0,0,4,1,1,0,1
14685,2,8,1,0,2,0,0,0,3,0,1,1,1
14686,1,5,0,2,0,1,0,0,5,1,1,0,1
14687,5,7,0,2,0,1,0,0,4,1,1,0,0
14689,7,6,1,0,0,0,1,0,2,1,1,1,1
14690,0,5,1,3,0,0,0,0,3,1,1,1,1
14691,1,1,0,1,0,0,0,0,3,0,1,1,1
14693,1,5,0,2,0,1,0,0,3,1,1,1,1
14694,4,5,1,0,0,0,0,0,4,1,2,1,1
14695,4,5,0,2,0,1,0,0,4,1,1,0,1
14696,1,3,0,2,0,1,0,0,3,1,1,1,1
14697,0,5,1,3,0,1,0,0,4,1,1,1,1
14698,3,8,1,3,0,1,0,0,2,0,1,1,1
14699,3,5,0,2,0,1,0,0,4,1,1,0,1
14700,2,7,1,3,0,1,0,0,4,1,1,1,1
14701,4,5,0,2,0,1,1,0,4,1,1,0,1
14702,3,5,0,2,0,1,0,0,3,1,1,0,1
14703,2,5,1,0,4,0,0,0,3,1,1,1,1
14704,3,5,0,1,2,0,1,0,1,1,0,1,1
14705,5,3,1,0,0,0,0,0,4,0,1,1,1
14706,6,5,1,3,0,1,0,0,3,1,1,1,1
14707,3,9,0,2,0,1,0,0,6,1,1,1,0
14708,1,5,1,4,3,0,0,0,3,0,1,1,1
14709,2,5,0,2,0,1,0,0,3,1,1,1,1
14710,0,5,1,3,0,0,0,0,3,1,2,1,1
14711,9,6,1,3,0,0,0,0,1,1,0,1,1
14712,3,7,1,4,0,1,0,0,6,1,1,1,1
14713,6,8,1,3,0,0,1,0,3,1,0,1,1
14714,1,7,0,2,0,1,0,0,3,1,1,0,0
14715,2,6,1,3,0,1,0,0,5,1,1,0,1
14716,0,5,0,2,0,1,0,0,4,1,1,1,1
14719,3,9,1,0,0,0,0,0,3,1,0,1,1
14720,0,3,1,4,1,0,0,0,1,1,1,1,1
14721,5,1,0,2,0,1,0,0,3,1,1,1,1
14722,1,4,1,4,0,1,0,0,3,1,1,1,1
14723,1,1,1,4,0,1,0,0,3,0,1,1,1
14724,1,2,0,2,3,1,0,0,4,1,1,1,1
14726,1,7,1,3,0,1,1,0,4,1,1,0,1
14727,6,5,1,3,3,0,0,0,3,1,1,1,1
14728,3,9,0,2,0,1,0,0,4,1,0,0,0
14729,3,5,1,0,3,0,0,0,4,1,0,1,1
14730,3,5,1,3,0,1,0,0,3,1,1,1,1
14731,2,5,1,0,3,0,0,0,2,1,0,1,1
14732,4,5,0,2,1,1,0,0,3,1,1,1,1
14733,3,5,0,2,0,1,0,0,6,1,0,0,1
14734,1,5,0,2,0,1,0,0,6,1,1,1,1
14735,1,9,1,4,0,1,0,0,3,1,2,1,1
14736,4,5,1,3,0,1,1,0,4,1,1,0,1
14737,4,5,0,2,0,1,0,0,3,1,0,0,1
14738,1,7,1,3,0,0,0,0,7,1,1,0,1
14739,4,7,0,1,0,0,0,0,2,1,2,0,0
14740,0,5,1,4,2,0,0,0,2,1,1,1,1
14741,2,5,0,2,0,1,1,0,3,1,1,0,1
14743,0,5,1,3,0,1,0,0,2,1,1,1,1
14744,4,8,1,3,0,0,0,0,3,1,1,1,1
14745,2,5,0,2,0,1,0,0,4,1,1,1,1
14747,4,5,1,3,0,1,0,1,3,1,1,1,1
14748,1,5,0,2,0,1,0,0,3,1,1,1,1
14749,0,7,1,3,0,1,0,0,3,1,1,1,1
14750,3,9,0,1,0,0,1,0,3,1,1,0,0
14751,0,6,1,0,0,1,0,0,0,1,1,1,1
14752,1,6,1,3,2,0,0,0,4,1,1,1,1
14753,5,5,1,0,0,0,0,1,3,1,1,1,1
14754,2,5,1,3,0,0,0,0,3,1,1,1,1
14755,0,5,1,4,0,0,1,0,1,1,1,1,1
14756,8,5,1,3,0,0,0,1,1,1,1,1,1
14757,4,7,0,2,0,1,0,0,6,1,0,0,0
14758,2,5,1,3,3,1,0,0,3,1,1,1,1
14759,2,6,1,0,0,0,0,0,3,1,1,1,1
14760,2,7,0,2,0,1,0,0,3,1,1,0,0
14761,3,7,0,2,0,1,0,0,3,1,1,0,0
14762,1,5,0,4,2,1,1,0,3,1,1,1,1
14763,4,5,0,2,0,1,0,0,5,1,0,1,1
14764,3,6,1,0,0,0,0,0,3,1,0,1,1
14765,3,3,0,2,0,1,0,0,4,1,1,1,1
14766,2,7,1,3,0,1,0,0,3,1,1,1,1
14767,3,5,1,0,0,0,0,0,8,1,1,1,1
14768,2,6,1,3,0,1,0,0,3,1,0,1,1
14769,0,3,1,3,0,1,0,0,4,1,1,1,1
14770,4,5,1,3,0,0,0,0,3,1,0,1,1
14771,1,5,1,3,0,1,0,0,3,1,1,1,1
14773,3,5,0,2,0,1,0,0,7,1,1,0,1
14774,4,8,0,2,0,1,0,0,3,1,1,0,0
14775,3,5,0,2,1,1,0,0,3,1,0,1,1
14776,2,3,0,2,0,1,0,0,4,1,1,1,1
14777,1,5,0,2,0,1,0,0,3,1,1,1,1
14778,2,5,1,3,3,1,0,0,3,1,1,1,1
14779,3,8,0,5,4,0,1,0,3,1,0,0,0
14780,1,5,0,2,0,1,0,0,3,1,1,1,1
14781,4,8,0,1,0,0,0,1,3,1,1,0,0
14782,5,5,1,0,0,0,0,0,2,1,1,1,1
14783,2,6,1,3,0,1,0,0,4,1,2,1,1
14784,1,7,1,3,0,0,0,0,3,1,1,1,1
14785,0,3,1,4,0,1,0,0,1,1,1,1,1
14786,1,1,0,2,0,1,0,0,3,0,1,1,1
14787,2,6,0,1,3,0,0,0,4,1,1,0,1
14788,1,7,1,4,0,0,0,0,3,1,0,1,1
14789,0,7,1,3,0,0,0,0,1,1,1,1,1
14790,2,3,1,5,0,1,0,0,4,1,1,1,1
14791,5,5,0,2,0,1,0,0,3,1,1,0,1
14792,1,5,1,0,0,0,0,0,0,1,1,1,1
14793,3,7,0,2,3,1,0,0,3,1,1,0,0
14794,3,7,1,0,3,0,0,1,3,1,0,1,1
14795,5,5,0,2,0,1,0,1,4,1,1,0,1
14796,3,7,0,2,0,1,0,0,4,1,1,0,0
14797,3,5,0,2,0,1,0,0,3,1,1,1,1
14798,0,5,1,3,0,1,0,0,3,1,1,1,1
14799,2,5,0,2,0,1,0,0,3,1,1,1,1
14800,4,7,0,2,3,1,0,0,3,1,1,1,0
14801,5,5,1,4,0,1,0,0,2,1,1,1,1
14802,4,6,0,2,0,1,0,0,3,1,1,0,1
14803,5,8,1,3,0,0,0,0,1,1,2,1,1
14804,2,6,0,2,0,1,0,0,4,1,1,1,1
14805,0,5,1,4,0,0,0,0,1,1,1,1,1
14806,4,5,1,3,0,1,0,0,3,1,1,1,1
14807,2,5,1,3,0,1,0,0,7,1,1,1,1
14808,4,7,1,3,0,0,0,0,4,0,1,1,1
14809,5,5,1,3,0,0,1,0,3,0,1,1,1
14810,3,6,1,0,1,0,0,0,3,1,0,1,1
14811,4,5,0,2,0,1,0,0,3,1,1,1,1
14812,4,3,0,2,0,1,0,0,3,1,2,1,1
14813,0,5,1,3,0,0,0,0,2,1,1,1,1
14814,5,3,0,2,0,1,1,0,4,1,2,0,1
14815,2,9,0,2,0,1,0,0,2,1,2,0,0
14816,3,7,1,0,2,0,0,0,3,0,1,0,1
14817,0,5,1,0,0,0,0,0,3,1,1,1,1
14818,3,7,0,2,0,1,1,0,4,1,1,0,0
14819,2,5,1,3,0,1,0,1,3,1,1,1,1
14820,2,5,0,2,0,1,0,0,4,1,1,1,1
14821,5,8,1,3,0,0,1,0,3,1,1,0,1
14822,2,8,0,2,0,1,0,0,4,1,1,0,0
14823,4,3,1,3,0,0,0,0,3,1,1,1,1
14824,3,5,1,0,3,0,0,0,3,1,1,1,1
14825,1,6,1,3,0,1,0,0,3,1,1,1,1
